translation,label,channel,sample_rate,duration
የ ሂሳብ ና የ ቴክኒክ ችሎታ ም ነበረኝ ሊ ያስቸግር የሚ ችለው ሎጅ ክ ና ማቀናጀት ነው,tr_401_tr05001,1,8000,9.088
አንዳንዱ ደግሞ ወደ ትጥቅ ትግል ሊ ሄድ ይችላል,tr_10341_tr100063,1,8000,3.968
እንዲያ ው ብቻ ባለ ስልጣናቱ የሚ ሏቸው ን እየ ሰሙ እንደ ጐርፍ ውሀ ባሳዩ ዋቸው መንገድ ሲ ነዱ ና ቡድኑ ም ሲ ነዱ ነው የ ከ ረሙት,tr_5429_tr55030,1,8000,8.704
የ ቆላ ቁስል ና ቁርጥ ማት በጣም አሰቃቂ በሽታዎች ናቸው,tr_10445_tr23147,1,8000,4.352
አዋጅ ን አዋጅ ነው የሚ ሽረው,tr_7569_tr76070,1,8000,2.56
ሆር ን ኢንተ ናሽናል በሚል ስ ም በ ኢትዮጵያ ተቋቁሞ የነበረው የግል ባንክ የኤርትራ መንግስት ወይም የ ሻእቢያ እጅ እንደ ነበረ በት ተገለጸ,tr_3709_tr38010,1,8000,10.368
ይሁን ና የ ሶማሌ ላንድ ና የ ፑንትላንድ እንዲሁም ቀሪዎቹ የ ሶማሊያ አንጃዎች ስለ ኢትዮጵያ በ ቦታው መገኘት ም ሆነ አድርጋ ለች እያደረገች ም ነው የ ሚባለው ን እንቅስቃሴ አል ተቃወሙ ም,tr_1863_tr19064,1,8000,11.904
ዘንድሮ ማንቸስተር ዩናይትድ ተጫዋቾች ን ለ ማሰባሰብ ሁለት መቶ ሰባ ሚሊየን ብር አውጥ ቷል,tr_8287_tr83048,1,8000,6.528
ሰላይ ከተ ባለ ም የሚ ሰልለው ለ ኢትዮፕያ እንጂ ለ ኤርትራ አለመሆኑ ን በ ስደት ለሚገኙ ኢትዮፕያ ዊያን ሲ ገለጽ መክረሙ ን ከ ጄኔቭ የደረሰ ን ዘገባ አመልክ ቷል,tr_1707_tr18008,1,8000,10.88
የ ሂሳብ አያያዛ ቸውን የሚ ያጠናክር ሶፍት ዌር ማስቀመጥ ይችላሉ,tr_3200_tr33001,1,8000,5.632
እሳቸው የሚሉት የ ኢትዮጵያ መንግስት ከ ኤርትራ መንግስት ጋር የሚ ጣላ ከሆነ መጀመሪያ ሸክሙ ን ያው ርድ ነው,tr_2856_tr29057,1,8000,6.784
በ ወቅቱ ከ አህጉራችን ሀገሮች በ ስልጣኔ ም ሆነ በ ቴክኖሎጂ ላቅ ብለው የሚገኙት በ ዲፕሎማሲ ው መልክ ልቀው በ መገኘታቸው እቅዳቸው ተሳክቶ ላቸዋል,tr_6304_tr64005,1,8000,10.24
ሀብ ቶቿ ታታሪ ሰራተኛ ህዝብዋ ና ሀገራዊ ፍቅር ያ ላቸው መሪ ዎቿ ብቻ ናቸው,tr_1657_tr17058,1,8000,6.528
የ ናይጄሪያ መንግስት እነዚህ ን ሀሰተኛ መድሀኒቶች ወደ አገር ውስጥ እንዲ ገቡ የሚ ጭኑ ማ ና ቸውንም የ አየር መንገዶች አስ ጠነቅ ቋል,tr_8489_tr85010,1,8000,11.136
ሪያል ማድሪድ ን ዘንድሮ እንዲ ያሰለጥኑ ሀላፊነት የ ተሰጣቸው ሆላንዳ ዊው ጉ ስ ሂድ ን ክስ ናቸው,tr_2184_tr22085,1,8000,6.4
አደን ዛዡን እጽ ያገኘ መስሎ ት መራዡ ቅጠል አ ኝ ኮ ወዲያ ው ሞተ,tr_10607_tr04121,1,8000,5.632
እስቲ እንመልከት ዘንድሮ ወደ ቡድኑ የ መጡት ተጫዋቾች እነማን ናቸው ቴድሮስ እንድሪያስ ና አንተነህ ናቸው,tr_4234_tr43035,1,8000,8.32
የ ኢትዮጵያ ወታደሮች ከ ኤርትራ እንዲ ወጡ ሶስት መቶ የሚሆኑ ኤርትራውያን ሰላማዊ ሰልፍ በማድረግ ሲጠይቁ ከ ኢትዮጵያ ኑ ሰለፈ ኞች ጋር ተጋጭ ተዋል,tr_9106_tr90027,1,8000,12.288
የሆነ ሆኖ ግን አቶ ዳዊት አስገዶም በ ጄኔቭ በሚገኙ ኢትዮጵያዊያ ን ስ ም በ ተፈሪ መለስ አማካኝነት መላኩ ን በዚያ የሚገኙ ኢትዮጵያዊያ ን ዛሬ ም አል ተቀበሉት ም,tr_5862_tr59063,1,8000,9.856
ብዙ ተጫዋቾች ም እንደ እሱ ተሰድ በዋል,tr_1330_tr14031,1,8000,2.816
ስዩም ሶማሌ ዎቹን እያ ደራደሩ ነው,tr_8907_tr88068,1,8000,3.584
ከ እዚያ ሚዛናዊ ነትን ከዚህ ህጋዊነት ን እን ጠብቃ ለ ን ከ ኢትዮጵያ እንዲ ወጡ የሚ ደረጉ ኤርትራውያን ጉዳይ በውስጥ ም በውጭ ም በ እጅጉ እያነጋገረ ነው,tr_9280_tr091081,1,8000,8.576
እንደ ተመስገን ገለጻ ከሆነ በጣም አስገራሚ ው ነገር የ ፖሊሶቹ ነው,tr_472_tr05072,1,8000,5.248
የ ኢትዮጵያ ሰራዊት የ እርሳቸው ን ተቀናቃኝ የሆነ ውን የ ሱማሊያ አንጃ እንደሚ ረዳ የሚናገሩ የ ዜና ምንጮች አይዲድ በ ምላሹ ኦነግ ን እንደሚ ደግፉ ታውቋል ይላሉ,tr_8775_tr87056,1,8000,17.92
የ ሴቶች ማህበራት ና ድርጅቶች ሴቶች በ ዴሞክራሲያዊ መብታቸው ተጠቃሚ እንዲሆኑ ለማስቻል ሴት ተሿሚዎች ን በ መጠቆም ተሳትፎ ማድረግ እንደሚ ችሉ ም አስ ታውቋል,tr_10738_tr05106,1,8000,10.112
እንደ ሩሲያ ቻይና ሩማንያ ቡልጋሪያ ና ዩክሬን ያሉ አገሮች ለ ሁለቱ ም ወገኖች የ ጦር መሳሪያ አቅርበ ዋል,tr_10121_tr098083,1,8000,7.168
የ ፌዴራል ስፖርት ኮሚሽን መስሪያ ቤት ውስጥ በርካታ ኮምፒዩተሮች ይገኛሉ,tr_7231_tr73032,1,8000,5.504
ማጋነን ባይሆን ብን ለ ፕሮፌሰሩ የተሰጠ ውን አክብሮት ሳስበው የ አሜሪካ ጀግኖች የሚ ቀብሩ በትን የቨርጂኒያው አር ሊ ንግተን ናሽናል ሴሜ ተሪ ቢ ጠየቅ ላቸው አሜሪካኖቹ አይናቸው ን አያ ሹም ለማ ለት ይቻላል,tr_6466_tr65067,1,8000,12.8
የ ሞከሩት ም የሚ ያግዛቸው ና የሚ ረዳቸው ስላ ጡ ከ አቅም በላይ ስለሆነ ባቸው እጃቸው ን አጣጥ ፈው ተቀም ጠዋል,tr_2335_tr24036,1,8000,10.368
የ አንዳንዶች ግምት የ አሜሪካን ተልእኮ ውጤት ኮሚቴው ይጠብቅ ይሆናል የሚ ል ነው,tr_4526_tr46027,1,8000,6.272
የ መከላከያ ጸረ ሙስና እንቅስቃሴ ተጠናክሮ ቀጥ ሏል,tr_7513_tr76014,1,8000,4.352
ባእዳን ይህንን ህገ መንግስት ገና የተጻፈ በት ቀለም ሳይ ደርቅ ከ ዋናው ባለ ጉዳይ ከ ኢትዮጵያ ህዝብ ተሽቀዳድ መው ዲሞክራሲያዊ ህገ መንግስት ነው ብለው ታል,tr_5453_tr55054,1,8000,10.24
ግርማ ወልደ ጊዮርጊስ የ ኢትዮጵያ ፌዴራላዊ ዲሞክራሲያዊ ሪፐብሊክ ፕሬዚዳንት ሆኑ,tr_9985_tr097067,1,8000,6.4
ጥሩ ገበያ ሊ ገኝ የሚ ችለው የ ት አገር ነው የሚለው ነው,tr_310_tr04010,1,8000,3.456
የ ታሰሩት ን ተማሪዎች ቁጥር ና የ ት የ ት እንደ ታሰሩ ማግኘት አልተቻለ ም,tr_3914_tr40015,1,8000,4.992
እውነ ተኞቹ የ ኢትዮጵያ ልጆች ከዚህ አደጋ ሊያ ድኗት ይገባል,tr_2696_tr27097,1,8000,6.016
ቀደም ተብሎ እ ኮ እንደ ትንቢት ተ ጽፏል,tr_4008_tr41009,1,8000,4.864
ብሄራዊ ማንነት ን ሊ ያስተናግድ የማይችል ኢትዮጵያዊ ነት ነበር ያ ራመዱ ት,tr_1897_tr19098,1,8000,5.888
አንዳንድ ባለስልጣኖች ባንዳ መሆናቸው ን ህዝቡ ያው ቀዋል,tr_6148_tr62049,1,8000,6.016
የ ሊጉ ን ደረጃ ሶስት ክለቦች እ የተፈራረቁ እየ መሩት ነው,tr_6619_tr67020,1,8000,4.096
የ ሻእቢያ ው መሪ አቋም ም ለ ሰላም ፍላጐት እንደሌላ ቸው እንደሚ ያስረዳ ታውቋል,tr_8866_tr88027,1,8000,6.4
የ ልኡካን ቡድኑ የውጭ ባንኮች አቅም እንደሚ ጠናከር የሚ ያስረዳ ማስረጃዎች ን ለማቅረብ መዘጋጀታቸው ተጠቁ ሟል,tr_10101_tr098063,1,8000,7.808
እንደ ገና ደግሞ ዋናው የ ኛ ማናጀ ራችን ነው ትልቁ ን አስተዋጽኦ የሚያደርገው,tr_3512_tr36013,1,8000,6.016
አብዛኛው ተማሪ ታዲያ ለ አላማው ሙት ነው,tr_5301_tr54002,1,8000,3.456
ሌላኛው ኢራን ያስተናገደች ው ስምንተኛው የ ሙስሊም ሀገሮች የ መሪዎች ጉባኤ ነበረ,tr_1452_tr15053,1,8000,6.4
ይህንን ም የመረጥ ኩት የተለያዩ የ እድገት ደረጃዎች ን ለ መዳሰስ የ ሚያስችለን ነው,tr_1181_tr12082,1,8000,5.888
ባለሙያዎቹ የምናውቀው የ ኮምፒውተር ቋንቋ ን ነው,tr_2900_tr30001,1,8000,6.4
እንዲ ህ ና በ እንዲ ህም እለቱ ታ ደረ,tr_2278_tr23079,1,8000,3.328
በ ታይላንድ ዋ ና ከተማ ባንኮክ ውስጥ አንዲት ኢትዮጵያዊ ት ወጣት በ ሱስ አስ ያዥ እጽ አስተላላፊ ነት ተከሳ የ ሀያ አመት እስራት ተፈረደ ባት,tr_7772_tr78073,1,8000,8.832
ሼክ አላሙዲ ና ሌሎች የ ኤክሳይዝ ቀረጥ ኢንቨስተሮች ን አሽሽ ቷል ይላሉ,tr_8136_tr82017,1,8000,5.248
ሌላው ቦታፎጐ ግሬሚዮ ን ያ ስተናገደ በት ጨዋታ ነበር,tr_4135_tr42036,1,8000,4.352
ሹመቱ ቦታው ሰው እንደማ ያስፈልገው ያስመሰከረ ነው,tr_6075_tr61076,1,8000,4.352
የ ሱዳን አማጺ ዎች ኢትዮጵያ ና ኤትራ ን እየሸ መገሉ ነው,tr_8448_tr84089,1,8000,3.84
ኮፊ አ ና ን እና አማራ ኤሲ ኢትዮጵያ ንና ኤርትራ ን አ ደነቁ,tr_1916_tr20017,1,8000,5.76
ለ ፍርድ ቤት ትእዛዝ በ ነጻ ና በ ዋስትና ከተ ለቀቁት የ ኢዴፓ አባላት ውስጥ አብዛኛዎቹ የ እነ አቶ ልደቱ እጣ እንደሚ ጠብቃቸው ስጋታቸው ን እየ ገለጹ ነው,tr_7622_tr77023,1,8000,9.472
ባልቻ ጐበዝ ተማሪ ስለሆነ ተሸላሚ እንደሆነ የ ትምህርት ማህበረሰቡ በ አንድነት ወሰኑ,tr_10626_tr04140,1,8000,7.04
ህዝቡ እንዲ ሰማቸው ና ሀሳቡ ንም እንዲ ለዋወጥ ባቸው አን ፈቅድ ም ባይ ናቸው,tr_5593_tr56094,1,8000,4.864
ኢትዮጵያውያ ን ቀይ ባህር ሳይ ደርሱ እንደማይ ቆሙ ይሰማ ቸዋል,tr_10361_tr100083,1,8000,5.504
አምስት መቶ አስራ ሶስት ሰዎች ደግሞ ንብረታቸው ን ተ ነጥቀዋል,tr_3623_tr37024,1,8000,5.76
ይህ ደግሞ የተከፈለ ካፒታል ነው,tr_3773_tr38074,1,8000,3.072
ሙሉ ለ ሙሉ ስልጣን ያለው አርቢ ተሩ ነው,tr_7381_tr74082,1,8000,3.328
ባለቤቴ ም ወሎዬ ልጆቻችን ም እንደ እኔ ና ባለቤቴ ወሎዬ ዎች ናቸው,tr_1592_tr16093,1,8000,3.712
ባንኮች እሁድ እ ለት በ ቡና አንድ ለ ዜሮ ተሸን ፏል,tr_1041_tr11042,1,8000,5.888
ለ ኮምፒዩተር አማርኛ ጽሁፍ ደረጃ መውጣቱ ን የ ኢትዮጵያ የ ጥራት ና ደረጃዎች ባለስልጣን አስ ታወቀ,tr_3101_tr32002,1,8000,10.88
ኳስ ን ማስተማር ብቻ ሳይሆን ህጻናት ን እንዴት መቅረጽ እንዳለ ባችው ህጻናት ን እንዴት ሀሳብ ለ ሀሳብ መግባባት እንዳለ ባቸው ትምህርት ሊ ያገኙ ይገባል,tr_6088_tr61089,1,8000,9.984
ሆር ን ባንክ እንደ ገና ሊከፈት ነው,tr_3817_tr39018,1,8000,3.712
ኮሎኔል በዛብህ ጴጥሮስ የ አማራጭ ሀይሎች ሊቀመንበር የ ዶክተር በየነ ጴጥሮስ ወንድም መሆናቸው ተያይዞ ተ ገልጿ ል,tr_363_tr04063,1,8000,8.064
ተገቢ የሆነ ትምህርት ነት ያለው ትችት ና ሂስ ጠቃሚ ነው,tr_2285_tr23086,1,8000,5.12
የ ቡርዧ ዴሞክራሲ ከፍተኛ ደረጃ ላይ ቢደርስ ም ወደ ህዝባዊ ዴሞክራሲ ሊ ለወጥ አይችልም,tr_8217_tr82098,1,8000,6.4
ያለ አግባብ ነው ያደራጇ ቸው ብለው ሲያ በጃ ጇ ቸው ሰምቼ ነበር,tr_8473_tr84114,1,8000,5.888
አስመራ በ ሚገኘው የ ኢትዮጵያ ኤምባሲ የ የትኛው ም አገር ዲፕሎማቶች ድርሽ እንዳይ ሉ ኤርትራ ማቀዷ ን ትናንት የመንግስት ቃል አቀባይ ጽፈት ቤት አስ ታወቀ,tr_2720_tr28021,1,8000,8.704
ይህን ሰነድ ካልተቀ በ ላችሁ እንኳ ንና ለ ወዳጆቻችን ለ ጠላቶቻችን እንኳ የማን መኘው ን ቅጣት ይደርስ ባችኋል የሚ ል ማስጠንቀቂያ በ እነ ሱዛን ራይስ ተሰጥቶ ናል ተብሎ ም ተነግሮ ናል,tr_8612_tr86013,1,8000,14.592
እሱ ለ ኛ ሞቶ እኛ ግን ቆመ ናል አንጀ ታችን ያልቅ ስ እምባ ጨርሰ ናል,tr_2670_tr27071,1,8000,6.912
ከሚ ገባው በላይ ጥሩ ተጫውተ ዋል,tr_2229_tr23030,1,8000,2.816
እንዲያ መሬት አይ ን ካ ኝ ይል የነበረ ሰው በ ድንገት ቆረቆዘ አይደል,tr_10874_tr09148,1,8000,4.096
ጊዜ የፈተነ ውን ዘመን ያገነ ነውን ታላቅ እውነታ የሚያ ንጸባርቅ ሀቅ ነው,tr_8383_tr84024,1,8000,6.4
ማሊያ ቁምጣ ና ካል ሲ ከ የ ት አምጥተ ን እና ሟላ ለ ን,tr_9010_tr89051,1,8000,5.376
ኢሪቶሚያ እንደ ተገመተው የኤርትራ ና የኦሮሞ ስሞች ቅንጅት ምህጻረ ቃል ከሆነ የ ወያኔ ና የ ሻእቢያ ችግር መወገድ ነው,tr_8552_tr85073,1,8000,10.624
የ ኦሮሚያ ው ሙገር ከ አዲስ አበባ ክለቦች በተ ቀነሱ ተጫዋቾች ተጠናክሮ ውጤት ማስ መዝገቡ ለ ክልሉ እግር ኳስ እድገት አመጣ ማለት አይደለም,tr_235_tr03035,1,8000,11.008
በ ኢትዮጵያ የ መኪና ውድድር ተደረገ,tr_5714_tr58015,1,8000,2.688
የዚህ ባንድ ታሪክ እንደሚ ያስረዳ ው ከሆነ በ ዘመናችን አቻ ያልተገኘ ላቸው የ ሮክ ባንድ ተ ብለዋል,tr_6881_tr69082,1,8000,8.576
ኢትዮያ ውያኑ ስደተኞች ከ ትላንት በስቲያ ሱዳን ከ ገቡ በኋላ የ ካርቱም ን መንግስት አገራቸው እንዲያ ጓጉ ዛቸው የ ትብብር ጥያቄ ማቅረባቸው ን ዜናው ገልጿ ል,tr_6480_tr65081,1,8000,9.216
እነ ኚሁ የ ጥቂት ሰአታት የ ተኩስ ልውውጥ እየተደረገ ባቸው ያሉ አካባቢዎች ተራ ና ና ዋ ዴ እንደሚ ባሉ ለ መረዳት ተችሏል,tr_1848_tr19049,1,8000,8.832
የ ሰርጉ ወጥ ኩ ችም ተደርጐ ነው የ ተሰራው,tr_10156_tr098118,1,8000,3.584
ወህኒ ቤት ባለው ክሊኒክ እንኳ ለ መታየት ኮሚቴው ና የ ወህኒ አስተዳደሩ እስኪ ያጣራ አራት ና አምስት ቀናት ይጨ ርሳል,tr_6197_tr62098,1,8000,11.52
ሶስት የ ወላይታ ሽማግሌዎች ተያዙ,tr_2317_tr24018,1,8000,4.864
ለዚህ ም አንዳንድ አስተዳደራዊ እርምጃ ዎች እየ ተወሰዱ እንደሆነ ለ መረዳት ተችሏል,tr_9875_tr096077,1,8000,5.504
የመንግስት ሰራተኞች ንብረታቸው ን እንዲ ያስመዘግቡ የሚ ያስገድድ ደንብ ወጣ,tr_5644_tr57045,1,8000,4.608
ባለቤቶቹ ም ሽር ጉድ ብለው አ ስተናገዱ ት,tr_9478_tr093040,1,8000,4.352
ሳምንት በ ኦልድ ትራ ፎርድ ሊድስ ን አስተናግ ዶ ሶስት ለ ሁለት አሸን ፏል,tr_385_tr04085,1,8000,6.4
የ ጅቡቲ ን ወደብ ለ ማስፋፋት ኢትዮጵያ ሶስት ሚሊዮን ዶላር ሰጠች,tr_9617_tr094059,1,8000,3.456
የ ሀገራችን ን ተፈጥሮ ከ ገንዘብ ጋር በ ማቀናጀት የ ኢትዮጵያ አትሌቲክስ ፌዴሬሽን ተግባራዊ ሊ ያደርገው ያቀደ ው ፕሮጀክት እንዳለ ከዚህ ቀደም መግለጻ ችን ይታወሳ ል,tr_3434_tr35035,1,8000,13.568
ሊኖር ይችላል ብሎ መገመት ም ራስን ማሞኘት ነው,tr_1574_tr16075,1,8000,3.584
ሶስት ለ አንድ በሆነ ውጤት አሸን ፏል,tr_3835_tr39036,1,8000,4.096
በ ተያያዘ ም ዜና በ እስራኤል የሚገኝ የ እስራኤል ኦርቶዶክ ሶች ን ተቀብሎ የሚ ያስተምር ትምህርት ቤት በ ፕሬዝዳንቱ በ አይ ዘር ዊዝ ማን ሽልማት አግኝ ቷል,tr_8981_tr89022,1,8000,12.544
ጉሌት ያለው እንግሊዝ እርሷ ደግሞ ሆላንድ,tr_9852_tr096054,1,8000,3.456
ሰሞኑ ን ወደ ሱማሊያ ፑንትላንድ ከተማ ስለ ገባው የ ኢትዮጵያ ሰራዊት ሬዲዮው ሲ ዘረዝር የ ኢትዮጵያ ወታደሮች ወደ ፑንትላንድ ሲ ገቡ ይህ የመጀመሪያ አይደለም,tr_246_tr03046,1,8000,12.16
ኢሀጉ ሁለት ዋ ና ዋ ና ክፍሎች አሉት,tr_6057_tr61058,1,8000,3.328
ያእቆብ የ አስመራ ከተማ ን በ ደንብ እንዲ ያጠና ና የ ህዝብ እንቅስቃሴ ዎችን አ በ ጥሮ እንዲያ ቅ ተነግሮ ት እንቅስቅሴ ው ጥርጣሬ የማ ያስከትል መንገድ እንዲሆን ምክር ተሰጥቶ ት ነበር,tr_4117_tr42018,1,8000,12.032
በ ሱማሌ ክልል ደግሞ ከ ሶስት ሚሊዮን ሶማሌ ዎች ጋር የሚኖሩ ሰባ አንድ ሺ ኦሮሞዎች ሀያ ሺ አማራ ዎች አራት ሺ ጉራጌ ዎች አሉ,tr_9160_tr90081,1,8000,10.24
ጺ ማቸው ና ጹ ጉ ራቸው ቢያድግ ም ተ በ ጥሮ ተስተካክ ሏል,tr_7910_tr80011,1,8000,4.992
እንዲ ህ ከተ ባለ ደግሞ ስሜታዊ ነት በቀል ና ጥላቻ ከ ፍትህ ፊት ተ ደንቅ ረዋል ማለት ነው,tr_7794_tr78095,1,8000,6.656
ዴቪድ ሺን ከ ኢትዮፕያ ሊ ሰናበቱ ነው,tr_6540_tr66041,1,8000,2.816
የመጀመሪያ ው የ ኢትዮጵያ ና የ ሩስያ ፌዴሬሽን የ ጋራ የ ሚኒስትሮች ኮሚሽን ስብሰባ የ ተካሄደው ከ ሁለት አመት በፊት በ ሞስኮ ከተማ ነበር,tr_4801_tr49002,1,8000,10.752
ጉባኤው በ ትናንት ውሎ ው የ ኦዲት ቁጥጥር ኮሚሽን እ ለት እንደሚያ ጸድቀው ም ይጠበቃል,tr_4400_tr45001,1,8000,6.016
አበራሽ የ ሰፈሩ ነገር ቆስቋሽ መሆኗ የ ታወቀ ነው,tr_9652_tr094094,1,8000,3.328
ኢትዮጵያ ዛሬ ከ ዛንዚባር ት ገጥማ ለች,tr_1114_tr12015,1,8000,5.248
ኢትዮጵያ ደግሞ ለዚህ ብር ባለ እዳ ና ት,tr_3054_tr31055,1,8000,4.096
ኢትዮጵያውያ ን ን ያጐር ናቸው ለ ደህንነታቸው ብለን ነው,tr_10334_tr100056,1,8000,5.376
ቦታ ተሰጣቸው የ ተባለው መኪናቸው ን እዚያ እንዲ ያቆሙ ስለ ተፈቀደላቸው ነው,tr_5394_tr54095,1,8000,5.12
ዳሽን ባንክ ጣ ና ገበያ ን ሊ ቆጣጠረው ነው,tr_8661_tr86062,1,8000,4.224
የሚያወ ና ብዱ ሰዎች ሊኖሩ ይችላሉ,tr_2797_tr28098,1,8000,2.688
ይልቁን ም የሚያስ ቁና የሚያስ ገርሙ ነገሮች መስፈር ት ሆነው ቀርበዋል,tr_3981_tr40082,1,8000,4.864
ኢትዮጵያ ቡና ና ቅዱስ ጊዮርጊስ ቀጥሎ ባለው ውድድር ተሸንፈ ው ወጡ,tr_10189_tr099031,1,8000,4.48
ኢትዮጵያውያኑ ኤርትራውያኑ ን እንደሚ ቀጡ ያ ም ና ሉ,tr_626_tr07026,1,8000,5.376
ግን የ ኢትዮጵያ ህልውና ተ ደፍሮ አልቀረ ም,tr_378_tr04078,1,8000,4.736
የ ጦማር ዘጋቢ ትናትና ተዘዋው ሮ የ ተመለከታቸው ን ሁኔታዎች እንደሚ ከተለው ገልጿ ል,tr_776_tr08076,1,8000,6.4
ይኸው ክፍል በ ሰአት ሶስት ሺ ተጓዦች ን ሸኚ ዎችንና ተገልጋዮች ን የ ማስተናገድ አቅም አለ ው,tr_8706_tr86107,1,8000,7.68
ብላተር አሁን ፕሬዚዳንት ነው ና ችግሩ ን ያው ቀዋል,tr_7929_tr80030,1,8000,4.096
የ ኢትዮ ፒክ ፊደላት በርካታ ያገሪቱ ቋንቋዎች በ ኮምፒውተር የሚ ጻፉ በት በመሆኑ በ ኮምፒውተር ለ መጻፍ ና በ መረጃ መረብ ኢንፎርሜሽ ን ን ለ መለዋወጥ ደረጃው ጸድቋል ብሏል,tr_4060_tr41061,1,8000,12.8
ያ ማለት ግን በ ሰብአዊ ና በ ዲሞክራሲያዊ መብ ቶቻችን ላይ የሚ መጡ ጉዳዮች ን ግን እንተ ዋለን እንሸ ሻለን ማለት እንዳልሆነ ም መታወቅ አለ በት በ ማለት አ በ ክረው ገልጸዋል,tr_6120_tr62021,1,8000,18.688
እስካሁን ድረስ የ ገዳዮቹ ማንነት ም አል ተገለጠ ም,tr_3479_tr35080,1,8000,5.632
አፈጉባኤ ዳዊት ዮሀንስ ሻእቢያ በ አንድ ሺ ዘጠኝ መቶ ሰማኒያ ሶስት ኢትዮጵያውያ ን ማፈናቀሉ ን ተናገሩ,tr_4577_tr46078,1,8000,7.808
የ ቦክስ ፌዴሬሽን የነበረ በት ንም ቢሆን እኛ ራሳችን እናውቃለን አቶ ዘውዱ ና አቶ ጌታቸው ኮሚሽን ድረስ ሄደው ነው እንዲ ለቀቅ ያደረጉት,tr_6437_tr65038,1,8000,8.064
ይሁን እንጂ የ ተቃዋሚዎቹ መቅረብ ኮሚሽኑ አስተዳደራዊ የ ስነ ስርአት ጉዳዮች ን የሚ መለከት ስብሰባ እንዳ ያደርግ የሚያ ግደው በመሆኑ ስብሰባ ዎቹ ለ ሁለት ቀናት መካሄዳቸው ን አመልክ ቷል,tr_2968_tr30069,1,8000,14.848
ዛሬ የ በላ ና ት ቀይ ወጥ ሁ ርጥ ያለች ና ት,tr_9898_tr096100,1,8000,3.456
ሻእቢያ ብዙ አቅም ገንብቶ ቆይ ቷል,tr_2210_tr23011,1,8000,3.84
ሰውዬው ባለቤቱ ን እን ቋ ነው የሚ ላት,tr_9677_tr094119,1,8000,3.456
ቁጥራቸው ወደ ሁለት መቶ ሀምሳ ስድስት የሚ ደርሰው ተፈናቃዮች በ ጅቡቲ የ ሚገኘው የ ኢትዮጵያ ኤምባሲ ከ ተቀበላቸው በኋላ ወደ አገራቸው እንደ ተሸኙ ተ ገልጿ ል,tr_9703_tr095025,1,8000,9.856
የ ሰርጉ ወጥ ኩ ችም ተደርጐ ነው የ ተሰራው,tr_10536_tr53144,1,8000,3.328
ፕሬዚዳንት ኒክሰን ፎርሙ ላ የ ሚባለው ን ይህን ጨዋታ የ እኛ ሰዎች ም ን ያህል እንደሚ ያውቁት እጠራ ጠራ ለሁ,tr_3194_tr32095,1,8000,6.784
አንዳንድ መንግስታት በ ሶማሊያ መንግስት ላይ ደባ ይፈጽ ማሉ ያሉት የኤርትራ የ ውጪ ጉዳይ ሚኒስትር ብዙ አገሮች የ ሶማሊያ ን መንግስት ከ መርዳት መታቀ ባቸውን ገልጸዋል,tr_3846_tr39047,1,8000,10.624
ይ ችው የመጀመሪያ ዋ የ ኦሎምፒክ ማራቶን ሯጭ ኢትይጵያ ዊ ሴት ተወዳዳሪ በ ባርሴሎና ኦሎምፒክ ስት ወዳደር በ አሁኑ ብቸኛ አፍሪካዊ ት ማራቶን ሯጭ ነበረች,tr_7314_tr74015,1,8000,8.32
የገቢ ምንጭ ንና የ ፋይናንስ አቅሙ ን ማወቅ አለ ን,tr_5699_tr57100,1,8000,4.096
ከ ኢትዮጵያ ጋር ባለው ጦርነት ሳቢያ ኤርትራዊ ወደ አገር እንዳይገባ ሻእቢያ አገደ,tr_2649_tr27050,1,8000,8.32
የ ሶማሊያ አንጃዎች ን ለ ማስታረቅ ኢትዮጵያ ና ጅቡቲ አልተሳካ ላቸውም ተ ባለ,tr_9946_tr097028,1,8000,6.4
ሼል ኢንተርናሽናል በ ተለያዩ የ አፍሪካ ሀገሮች የሚገኙ የ አጂፕ ኩባንያዎች ን የገዛ ሲሆን ከ እነዚህ ም ውስጥ ኬንያ ኡጋንዳ ኤርትራ ና አይቮሪኮስ ት ይገኙ በታል,tr_8353_tr83114,1,8000,11.264
በ ተያያዘ ዜና በ ሚኒስትሮች ምክር ቤት የተፈቀደ ው የ ደመወዝ ጭማሪ የ ፕሮጀክት ና የ ኮንትራት ሰራተኞች ን እንደማይ መለከተ ም ታውቋል,tr_9029_tr89070,1,8000,10.24
የ ኢትዮጵያ ተቃዋሚዎች ህብረት ሀገራችን ን ለማዳ ን የ ኢህአዴግ መድረክ ይ ስጠን አለ,tr_5224_tr53025,1,8000,5.76
ለ ቦ ሩስያ ዶርትመንድ የሚ ጫወተው የስዊ ዘር ላንዱ ኢንተርናሽናል ስቴፋን ቻፕዊሳ ግን ባለፈው ሳምንት ጐል በ ማስቆጠሩ አንድ መቶኛ ውን ሊ ደፍ ን ችሏል,tr_8167_tr82048,1,8000,10.112
እስራኤላውያን መከራው ሲ ጸና ባቸው ከ ተሰደዱ በት አገር በ ስንት መከራ ወደ አገራቸው ተመለሱ,tr_705_tr08005,1,8000,6.912
ሶስቱ ም አዲስ አበባ ገብተው በ ተጠናቀቀ ው ሳምንት በሚ ረከ ቧቸው ቢሮዎች በ መገኘት ርክክብ ሲፈጽሙ መቆየታቸው ን ምንጮቻችን ገልጸዋል,tr_4872_tr49073,1,8000,9.728
